지점,지점명,일시,기온(°C),강수량(mm),습도(%)
155,창원,2019-08-23 18:00,26.6,,72
155,창원,2019-08-24 18:00,25.4,0,71
155,창원,2019-08-25 18:00,25.3,,68
155,창원,2019-08-26 18:00,25.5,,70
155,창원,2019-08-27 18:00,23.4,,88
155,창원,2019-08-28 18:00,24.2,0.2,92
155,창원,2019-08-29 18:00,22.3,0,87
155,창원,2019-08-30 18:00,25.5,,66
155,창원,2019-08-31 18:00,26.2,,65
155,창원,2019-09-01 18:00,22.5,0.6,93
155,창원,2019-09-02 18:00,21,0.5,93
155,창원,2019-09-03 18:00,23.2,0.5,92
155,창원,2019-09-04 18:00,24.4,0,92
155,창원,2019-09-05 18:00,27,,78
155,창원,2019-09-06 18:00,28.3,,69
155,창원,2019-09-07 18:00,26,,76
155,창원,2019-09-08 18:00,26.8,,75
155,창원,2019-09-09 18:00,27.4,0,74
155,창원,2019-09-10 18:00,27.6,,68
155,창원,2019-09-11 18:00,26,,76
155,창원,2019-09-12 18:00,19.7,0.2,81
155,창원,2019-09-13 18:00,24.7,,57
155,창원,2019-09-14 18:00,24.6,,67
155,창원,2019-09-15 18:00,26.2,,66
155,창원,2019-09-16 18:00,25.9,,51
155,창원,2019-09-17 18:00,25.4,,38
155,창원,2019-09-18 18:00,25.4,,44
155,창원,2019-09-19 18:00,21,,62
155,창원,2019-09-20 18:00,22.2,,53
155,창원,2019-09-21 18:00,16.8,0.4,88
155,창원,2019-09-22 18:00,18.7,4.8,80
155,창원,2019-09-23 18:00,18.1,,87
155,창원,2019-09-24 18:00,20.5,,68
155,창원,2019-09-25 18:00,21.3,,68
155,창원,2019-09-26 18:00,23.9,,64
155,창원,2019-09-27 18:00,21.2,1.5,93
155,창원,2019-09-28 18:00,22.8,,90
155,창원,2019-09-29 18:00,24.2,,86
155,창원,2019-09-30 18:00,24.4,,84
155,창원,2019-10-01 18:00,21.5,0.2,93
155,창원,2019-10-02 18:00,23.3,7,90
155,창원,2019-10-03 18:00,23.9,,69
155,창원,2019-10-04 18:00,21.9,,81
155,창원,2019-10-05 18:00,23.4,,66
155,창원,2019-10-06 18:00,19.4,,54
155,창원,2019-10-07 18:00,16.6,1.5,94
155,창원,2019-10-08 18:00,19.5,,56
155,창원,2019-10-09 18:00,17.1,,53
155,창원,2019-10-10 18:00,19.1,,56
155,창원,2019-10-11 18:00,22.4,,42
155,창원,2019-10-12 18:00,20,,49
155,창원,2019-10-13 18:00,19,,48
155,창원,2019-10-14 18:00,19.6,,54
155,창원,2019-10-15 18:00,15.1,,66
155,창원,2019-10-16 18:00,15.4,,63
155,창원,2019-10-17 18:00,17.6,,61
155,창원,2019-10-18 18:00,15.7,0,86
155,창원,2019-10-19 18:00,18.3,,74
155,창원,2019-10-20 18:00,17.5,,75
155,창원,2019-10-21 18:00,19.1,,50
155,창원,2019-10-22 18:00,19.8,,60
155,창원,2019-10-23 18:00,19,,65
155,창원,2019-10-24 18:00,19.1,,69
155,창원,2019-10-25 18:00,19.8,,62
155,창원,2019-10-26 18:00,15.5,,54
155,창원,2019-10-27 18:00,13.6,,40
155,창원,2019-10-28 18:00,13.9,,63
155,창원,2019-10-29 18:00,15.7,,47
155,창원,2019-10-30 18:00,14.5,,49
156,광주,2019-04-01 18:00,10,,40
156,광주,2019-04-02 18:00,11,,23
156,광주,2019-04-03 18:00,10.8,,21
156,광주,2019-04-04 18:00,14.8,,25
156,광주,2019-04-05 18:00,16.4,,34
156,광주,2019-04-06 18:00,19.5,,35
156,광주,2019-04-07 18:00,12.6,0.1,99
156,광주,2019-04-08 18:00,17.2,,26
156,광주,2019-04-09 18:00,8.9,2.8,91
156,광주,2019-04-10 18:00,8.6,,87
156,광주,2019-04-11 18:00,12.9,,54
156,광주,2019-04-12 18:00,14.7,,28
156,광주,2019-04-13 18:00,16.4,,27
156,광주,2019-04-14 18:00,13,,66
156,광주,2019-04-15 18:00,16.7,,23
156,광주,2019-04-16 18:00,20.8,,21
156,광주,2019-04-17 18:00,19,,50
156,광주,2019-04-18 18:00,20.9,,39
156,광주,2019-04-19 18:00,17.1,,67
156,광주,2019-04-20 18:00,21.6,,55
156,광주,2019-04-21 18:00,20.5,,55
156,광주,2019-04-22 18:00,23.5,,51
156,광주,2019-04-23 18:00,16.1,0.1,98
156,광주,2019-04-24 18:00,19.1,,89
156,광주,2019-04-25 18:00,14.4,1,99
156,광주,2019-04-26 18:00,9.7,,87
156,광주,2019-04-27 18:00,15.4,,62
156,광주,2019-04-28 18:00,17,,39
156,광주,2019-04-29 18:00,12.3,1.6,99
156,광주,2019-04-30 18:00,18.7,,84
156,광주,2019-05-01 18:00,18.3,,60
156,광주,2019-05-02 18:00,20.2,,29
156,광주,2019-05-03 18:00,24.7,,24
156,광주,2019-05-04 18:00,25.2,,26
156,광주,2019-05-05 18:00,23.2,,24
156,광주,2019-05-06 18:00,15.4,,32
156,광주,2019-05-07 18:00,20,,22
156,광주,2019-05-08 18:00,19.4,,18
156,광주,2019-05-09 18:00,20.9,,25
156,광주,2019-05-10 18:00,23.6,,27
156,광주,2019-05-11 18:00,24.3,,29
156,광주,2019-05-12 18:00,25.6,,24
156,광주,2019-05-13 18:00,21.6,,54
156,광주,2019-05-14 18:00,26.9,,48
156,광주,2019-05-15 18:00,24.8,,55
156,광주,2019-05-16 18:00,27,,32
156,광주,2019-05-17 18:00,23.3,,54
156,광주,2019-05-18 18:00,20.3,,82
156,광주,2019-05-19 18:00,21.8,,84
156,광주,2019-05-20 18:00,16.7,,40
156,광주,2019-05-21 18:00,22,,33
156,광주,2019-05-22 18:00,25.9,,43
156,광주,2019-05-23 18:00,28.8,,37
156,광주,2019-05-24 18:00,27.2,,39
156,광주,2019-05-25 18:00,26.2,,53
156,광주,2019-05-26 18:00,22.9,,59
156,광주,2019-05-27 18:00,17.1,0.4,99
156,광주,2019-05-28 18:00,20.6,,32
156,광주,2019-05-29 18:00,25.7,,36
156,광주,2019-05-30 18:00,22.8,,31
156,광주,2019-05-31 18:00,21.6,,56
156,광주,2019-06-01 18:00,22.9,,55
156,광주,2019-06-02 18:00,26.3,,35
156,광주,2019-06-03 18:00,28.5,,39
156,광주,2019-06-04 18:00,27.3,,48
156,광주,2019-06-05 18:00,28.5,,54
156,광주,2019-06-06 18:00,20.7,0.7,84
156,광주,2019-06-07 18:00,20.4,,92
156,광주,2019-06-08 18:00,22.3,,84
156,광주,2019-06-09 18:00,24.1,,65
156,광주,2019-06-10 18:00,21,,74
156,광주,2019-06-11 18:00,21.9,,70
156,광주,2019-06-12 18:00,24.9,,60
156,광주,2019-06-13 18:00,24.7,,63
156,광주,2019-06-14 18:00,20.3,0.2,99
156,광주,2019-06-15 18:00,21.5,,70
156,광주,2019-06-16 18:00,24,,63
156,광주,2019-06-17 18:00,26,,58
156,광주,2019-06-18 18:00,25.3,,61
156,광주,2019-06-19 18:00,26.9,,61
156,광주,2019-06-20 18:00,26.4,,65
156,광주,2019-06-21 18:00,27.4,,60
156,광주,2019-06-22 18:00,22.2,,92
156,광주,2019-06-23 18:00,23.2,,75
156,광주,2019-06-24 18:00,27.4,,57
156,광주,2019-06-25 18:00,27.6,,56
156,광주,2019-06-26 18:00,22.8,,95
156,광주,2019-06-27 18:00,27,,74
156,광주,2019-06-28 18:00,27,,69
156,광주,2019-06-29 18:00,22.1,9.8,99
156,광주,2019-06-30 18:00,26.5,,76
156,광주,2019-07-01 18:00,21.9,1.1,99
156,광주,2019-07-02 18:00,26.7,,62
156,광주,2019-07-03 18:00,26.5,,57
156,광주,2019-07-04 18:00,29.3,,54
156,광주,2019-07-05 18:00,29.9,,50
156,광주,2019-07-06 18:00,30,,47
156,광주,2019-07-07 18:00,23.1,0.2,85
156,광주,2019-07-08 18:00,26.3,,59
156,광주,2019-07-09 18:00,25.7,,64
156,광주,2019-07-10 18:00,20.3,2.2,98
156,광주,2019-07-11 18:00,24,,74
156,광주,2019-07-12 18:00,25.9,,71
156,광주,2019-07-13 18:00,26.7,,65
156,광주,2019-07-14 18:00,28.1,,65
156,광주,2019-07-15 18:00,27.4,,69
156,광주,2019-07-16 18:00,26.2,0,81
156,광주,2019-07-17 18:00,27.1,,67
156,광주,2019-07-18 18:00,25.4,,85
156,광주,2019-07-19 18:00,24.2,0.5,97
156,광주,2019-07-20 18:00,23.6,1.2,98
156,광주,2019-07-21 18:00,26.8,,94
156,광주,2019-07-22 18:00,28.5,0,93
156,광주,2019-07-23 18:00,29.1,,77
156,광주,2019-07-24 18:00,27.4,,92
156,광주,2019-07-25 18:00,29.4,,85
156,광주,2019-07-26 18:00,27.3,0,95
156,광주,2019-07-27 18:00,27.4,,96
156,광주,2019-07-28 18:00,27.5,0,94
156,광주,2019-07-29 18:00,30.4,,71
156,광주,2019-07-30 18:00,29.4,,80
156,광주,2019-07-31 18:00,31.2,,73
156,광주,2019-08-01 18:00,30.9,,73
156,광주,2019-08-02 18:00,31.6,,70
156,광주,2019-08-03 18:00,32.1,,55
156,광주,2019-08-04 18:00,32.5,,59
156,광주,2019-08-05 18:00,32.2,,68
156,광주,2019-08-06 18:00,30.2,,63
156,광주,2019-08-07 18:00,30.8,,69
156,광주,2019-08-08 18:00,30.5,0,70
156,광주,2019-08-09 18:00,31.7,,66
156,광주,2019-08-10 18:00,31.6,,54
156,광주,2019-08-11 18:00,28.2,0,79
156,광주,2019-08-12 18:00,29,,84
156,광주,2019-08-13 18:00,31.5,,70
156,광주,2019-08-14 18:00,32.5,,70
156,광주,2019-08-15 18:00,27.7,,84
156,광주,2019-08-16 18:00,28.8,,74
156,광주,2019-08-17 18:00,28.7,,77
156,광주,2019-08-18 18:00,28.6,,54
156,광주,2019-08-19 18:00,30.1,,46
156,광주,2019-08-20 18:00,29.8,,64
156,광주,2019-08-21 18:00,26.3,1,97
156,광주,2019-08-22 18:00,28.2,,71
156,광주,2019-08-23 18:00,27.2,,66
156,광주,2019-08-24 18:00,25.8,,65
156,광주,2019-08-25 18:00,25.5,,63
156,광주,2019-08-26 18:00,26.4,,67
156,광주,2019-08-27 18:00,23.9,,97
156,광주,2019-08-28 18:00,26.1,,81
156,광주,2019-08-29 18:00,23.3,,89
156,광주,2019-08-30 18:00,25.1,,61
156,광주,2019-08-31 18:00,25.9,,61
156,광주,2019-09-01 18:00,22.2,0.4,95
156,광주,2019-09-02 18:00,21.3,0,97
156,광주,2019-09-03 18:00,23.8,0,97
156,광주,2019-09-04 18:00,25.9,,93
156,광주,2019-09-05 18:00,22.9,0,96
156,광주,2019-09-06 18:00,26.6,0,92
156,광주,2019-09-07 18:00,25.3,,89
156,광주,2019-09-08 18:00,25.2,0,97
156,광주,2019-09-09 18:00,25.2,0,96
156,광주,2019-09-10 18:00,28.1,,71
156,광주,2019-09-11 18:00,28.8,,80
156,광주,2019-09-12 18:00,21.4,,96
156,광주,2019-09-13 18:00,26.4,,61
156,광주,2019-09-14 18:00,27.1,,67
156,광주,2019-09-15 18:00,27.4,,77
156,광주,2019-09-16 18:00,26.6,,68
156,광주,2019-09-17 18:00,26.8,,27
156,광주,2019-09-18 18:00,23.5,,61
156,광주,2019-09-19 18:00,24.2,,48
156,광주,2019-09-20 18:00,22.6,,57
156,광주,2019-09-21 18:00,16.8,5.1,98
156,광주,2019-09-22 18:00,20.1,0,72
156,광주,2019-09-23 18:00,20.9,,62
156,광주,2019-09-24 18:00,22.8,,56
156,광주,2019-09-25 18:00,21.9,,55
156,광주,2019-09-26 18:00,24.4,,68
156,광주,2019-09-27 18:00,25.5,,74
156,광주,2019-09-28 18:00,26.5,,78
156,광주,2019-09-29 18:00,25.8,,64
156,광주,2019-09-30 18:00,26.4,,76
156,광주,2019-10-01 18:00,20.5,1.1,99
156,광주,2019-10-02 18:00,22.5,0.5,98
156,광주,2019-10-03 18:00,23,,89
156,광주,2019-10-04 18:00,24.9,0,77
156,광주,2019-10-05 18:00,18.3,,78
156,광주,2019-10-06 18:00,21.1,,67
156,광주,2019-10-07 18:00,16.7,0.1,98
156,광주,2019-10-08 18:00,17.4,,55
156,광주,2019-10-09 18:00,18.5,,41
156,광주,2019-10-10 18:00,21.2,,35
156,광주,2019-10-11 18:00,22.5,,57
156,광주,2019-10-12 18:00,22,,44
156,광주,2019-10-13 18:00,20.5,,48
156,광주,2019-10-14 18:00,16.2,,56
156,광주,2019-10-15 18:00,17.4,,63
156,광주,2019-10-16 18:00,17.7,,63
156,광주,2019-10-17 18:00,17.7,,64
156,광주,2019-10-18 18:00,18.2,,74
156,광주,2019-10-19 18:00,19,,70
156,광주,2019-10-20 18:00,20.3,,57
156,광주,2019-10-21 18:00,20.8,,51
156,광주,2019-10-22 18:00,20.4,,59
156,광주,2019-10-23 18:00,17.9,,70
156,광주,2019-10-24 18:00,21.3,,57
156,광주,2019-10-25 18:00,18.8,,61
156,광주,2019-10-26 18:00,13,,60
156,광주,2019-10-27 18:00,14.2,,51
156,광주,2019-10-28 18:00,16,,56
156,광주,2019-10-29 18:00,15.4,,52
156,광주,2019-10-30 18:00,14.9,,56
159,부산,2019-04-01 18:00,11.2,,27
159,부산,2019-04-02 18:00,11.3,,48
159,부산,2019-04-03 18:00,11.7,,34
159,부산,2019-04-04 18:00,13.8,,41
159,부산,2019-04-05 18:00,17.1,,58
159,부산,2019-04-06 18:00,15.7,,62
159,부산,2019-04-07 18:00,10.5,4.8,88
159,부산,2019-04-08 18:00,13.2,,58
159,부산,2019-04-09 18:00,11.4,,58
159,부산,2019-04-10 18:00,10.5,,65
159,부산,2019-04-11 18:00,10.7,,60
159,부산,2019-04-12 18:00,14,,53
159,부산,2019-04-13 18:00,15.4,,39
159,부산,2019-04-14 18:00,15.3,,58
159,부산,2019-04-15 18:00,13.8,,48
159,부산,2019-04-16 18:00,18.9,,25
159,부산,2019-04-17 18:00,20.2,,36
159,부산,2019-04-18 18:00,17,,68
159,부산,2019-04-19 18:00,12.7,,59
159,부산,2019-04-20 18:00,16.1,,63
159,부산,2019-04-21 18:00,18.7,,60
159,부산,2019-04-22 18:00,17.3,,63
159,부산,2019-04-23 18:00,15.9,0,89
159,부산,2019-04-24 18:00,17.8,,90
159,부산,2019-04-25 18:00,14.8,,66
159,부산,2019-04-26 18:00,10.1,1.6,91
159,부산,2019-04-27 18:00,13.3,,52
159,부산,2019-04-28 18:00,14.4,,56
159,부산,2019-04-29 18:00,13,3,96
159,부산,2019-04-30 18:00,16.1,,82
159,부산,2019-05-01 18:00,18.9,,58
159,부산,2019-05-02 18:00,18.3,,59
159,부산,2019-05-03 18:00,20,,52
159,부산,2019-05-04 18:00,20.4,,42
159,부산,2019-05-05 18:00,22.9,,33
159,부산,2019-05-06 18:00,14.5,,64
159,부산,2019-05-07 18:00,16.7,,45
159,부산,2019-05-08 18:00,18.3,,36
159,부산,2019-05-09 18:00,20.2,,41
159,부산,2019-05-10 18:00,20.2,,46
159,부산,2019-05-11 18:00,22,,53
159,부산,2019-05-12 18:00,21.1,,50
159,부산,2019-05-13 18:00,18.9,,69
159,부산,2019-05-14 18:00,21.9,,67
159,부산,2019-05-15 18:00,24,,53
159,부산,2019-05-16 18:00,23.2,,58
159,부산,2019-05-17 18:00,21.7,,63
159,부산,2019-05-18 18:00,17.1,0,91
159,부산,2019-05-19 18:00,18.3,1.8,95
159,부산,2019-05-20 18:00,21.7,,35
159,부산,2019-05-21 18:00,20.9,,48
159,부산,2019-05-22 18:00,22,,52
159,부산,2019-05-23 18:00,20.2,,74
159,부산,2019-05-24 18:00,21.2,,68
159,부산,2019-05-25 18:00,23.3,,52
159,부산,2019-05-26 18:00,23.2,,65
159,부산,2019-05-27 18:00,19.2,2.7,96
159,부산,2019-05-28 18:00,19,,37
159,부산,2019-05-29 18:00,22.5,,57
159,부산,2019-05-30 18:00,24.2,,31
159,부산,2019-05-31 18:00,19.7,,58
159,부산,2019-06-01 18:00,19.9,,67
159,부산,2019-06-02 18:00,22.7,,46
159,부산,2019-06-03 18:00,22.7,,58
159,부산,2019-06-04 18:00,24.9,,69
159,부산,2019-06-05 18:00,24.6,,49
159,부산,2019-06-06 18:00,23.5,,76
159,부산,2019-06-07 18:00,19.2,,86
159,부산,2019-06-08 18:00,19.1,,76
159,부산,2019-06-09 18:00,20.2,,67
159,부산,2019-06-10 18:00,20.2,,64
159,부산,2019-06-11 18:00,19.4,,71
159,부산,2019-06-12 18:00,19.9,,68
159,부산,2019-06-13 18:00,22.2,,58
159,부산,2019-06-14 18:00,18.7,1.1,90
159,부산,2019-06-15 18:00,22.1,,64
159,부산,2019-06-16 18:00,19.9,,74
159,부산,2019-06-17 18:00,21.5,,78
159,부산,2019-06-18 18:00,23.2,,68
159,부산,2019-06-19 18:00,24.2,,68
159,부산,2019-06-20 18:00,23.5,,78
159,부산,2019-06-21 18:00,24.5,,68
159,부산,2019-06-22 18:00,21.4,,69
159,부산,2019-06-23 18:00,22.6,,66
159,부산,2019-06-24 18:00,21.5,,74
159,부산,2019-06-25 18:00,26.2,,45
159,부산,2019-06-26 18:00,20.8,13.1,97
159,부산,2019-06-27 18:00,23.9,,89
159,부산,2019-06-28 18:00,23.2,,81
159,부산,2019-06-29 18:00,20.4,12,98
159,부산,2019-06-30 18:00,22.4,0,92
159,부산,2019-07-01 18:00,22.8,,89
159,부산,2019-07-02 18:00,24.4,,75
159,부산,2019-07-03 18:00,23,,83
159,부산,2019-07-04 18:00,26.1,,58
159,부산,2019-07-05 18:00,24.9,,73
159,부산,2019-07-06 18:00,26,,61
159,부산,2019-07-07 18:00,23.6,,65
159,부산,2019-07-08 18:00,23.2,,66
159,부산,2019-07-09 18:00,23.2,,65
159,부산,2019-07-10 18:00,21.8,3.4,96
159,부산,2019-07-11 18:00,25.2,,75
159,부산,2019-07-12 18:00,24.7,,73
159,부산,2019-07-13 18:00,23.1,,72
159,부산,2019-07-14 18:00,24.9,,71
159,부산,2019-07-15 18:00,24.6,,77
159,부산,2019-07-16 18:00,25.2,,73
159,부산,2019-07-17 18:00,23.8,,82
159,부산,2019-07-18 18:00,22.8,,97
159,부산,2019-07-19 18:00,23.3,0.5,99
159,부산,2019-07-20 18:00,23.1,0.1,99
159,부산,2019-07-21 18:00,25.1,,88
159,부산,2019-07-22 18:00,28.6,,76
159,부산,2019-07-23 18:00,28.4,,75
159,부산,2019-07-24 18:00,26.2,,90
159,부산,2019-07-25 18:00,25.2,,98
159,부산,2019-07-26 18:00,26.5,,91
159,부산,2019-07-27 18:00,26,6.9,100
159,부산,2019-07-28 18:00,27.6,,83
159,부산,2019-07-29 18:00,27.5,,83
159,부산,2019-07-30 18:00,28.3,,86
159,부산,2019-07-31 18:00,29.4,,77
159,부산,2019-08-01 18:00,30.1,,73
159,부산,2019-08-02 18:00,30.5,,67
159,부산,2019-08-03 18:00,30,,71
159,부산,2019-08-04 18:00,29,,75
159,부산,2019-08-05 18:00,29.4,,50
159,부산,2019-08-06 18:00,23.7,7.3,98
159,부산,2019-08-07 18:00,29.2,,81
159,부산,2019-08-08 18:00,29,,82
159,부산,2019-08-09 18:00,29.3,,80
159,부산,2019-08-10 18:00,29.8,,68
159,부산,2019-08-11 18:00,28.9,,71
159,부산,2019-08-12 18:00,30,,75
159,부산,2019-08-13 18:00,33.3,,53
159,부산,2019-08-14 18:00,30.3,,67
159,부산,2019-08-15 18:00,27.4,,87
159,부산,2019-08-16 18:00,28.9,,73
159,부산,2019-08-17 18:00,29.1,,62
159,부산,2019-08-18 18:00,28.4,,80
159,부산,2019-08-19 18:00,28,,76
159,부산,2019-08-20 18:00,27.3,,69
159,부산,2019-08-21 18:00,27.1,0,89
159,부산,2019-08-22 18:00,27.1,,87
159,부산,2019-08-23 18:00,27.2,,69
159,부산,2019-08-24 18:00,26.6,,60
159,부산,2019-08-25 18:00,25.3,,71
159,부산,2019-08-26 18:00,25,,79
159,부산,2019-08-27 18:00,24.3,,93
159,부산,2019-08-28 18:00,24.5,0.1,95
159,부산,2019-08-29 18:00,22.9,,86
159,부산,2019-08-30 18:00,26.7,,62
159,부산,2019-08-31 18:00,25.6,,71
159,부산,2019-09-01 18:00,23.6,0,90
159,부산,2019-09-02 18:00,22,,98
159,부산,2019-09-03 18:00,23.2,,89
159,부산,2019-09-04 18:00,25.8,,87
159,부산,2019-09-05 18:00,27.6,,88
159,부산,2019-09-06 18:00,27.5,,78
159,부산,2019-09-07 18:00,25.9,,85
159,부산,2019-09-08 18:00,26,,89
159,부산,2019-09-09 18:00,27.2,,88
159,부산,2019-09-10 18:00,27.7,,77
159,부산,2019-09-11 18:00,24.4,,81
159,부산,2019-09-12 18:00,21.6,0,73
159,부산,2019-09-13 18:00,24.2,,63
159,부산,2019-09-14 18:00,26,,72
159,부산,2019-09-15 18:00,26,,71
159,부산,2019-09-16 18:00,25.2,,55
159,부산,2019-09-17 18:00,24.5,,45
159,부산,2019-09-18 18:00,25,,51
159,부산,2019-09-19 18:00,21.6,,56
159,부산,2019-09-20 18:00,22.3,,61
159,부산,2019-09-21 18:00,17.5,0.1,89
159,부산,2019-09-22 18:00,17.6,5.7,95
159,부산,2019-09-23 18:00,17.6,0,98
159,부산,2019-09-24 18:00,20.8,,56
159,부산,2019-09-25 18:00,21.3,,65
159,부산,2019-09-26 18:00,23.3,,69
159,부산,2019-09-27 18:00,21.8,1.3,98
159,부산,2019-09-28 18:00,21.7,7.8,100
159,부산,2019-09-29 18:00,24.3,,92
159,부산,2019-09-30 18:00,24,,97
159,부산,2019-10-01 18:00,22.1,,88
159,부산,2019-10-02 18:00,23,1.8,100
159,부산,2019-10-03 18:00,25.7,,64
159,부산,2019-10-04 18:00,22.4,,80
159,부산,2019-10-05 18:00,20.9,0.6,97
159,부산,2019-10-06 18:00,18.7,,59
159,부산,2019-10-07 18:00,19,0,85
159,부산,2019-10-08 18:00,21.3,,46
159,부산,2019-10-09 18:00,19.2,,56
159,부산,2019-10-10 18:00,21.1,,56
159,부산,2019-10-11 18:00,21.8,,61
159,부산,2019-10-12 18:00,19.1,,55
159,부산,2019-10-13 18:00,18,,58
159,부산,2019-10-14 18:00,19.3,,63
159,부산,2019-10-15 18:00,15.5,,67
159,부산,2019-10-16 18:00,16.6,,65
159,부산,2019-10-17 18:00,17.7,,63
159,부산,2019-10-18 18:00,17.3,2.3,100
159,부산,2019-10-19 18:00,19.2,,79
159,부산,2019-10-20 18:00,19.3,,75
159,부산,2019-10-21 18:00,18.8,,65
159,부산,2019-10-22 18:00,18.9,,70
159,부산,2019-10-23 18:00,18.8,,70
159,부산,2019-10-24 18:00,18.6,0,80
159,부산,2019-10-25 18:00,19.6,,78
159,부산,2019-10-26 18:00,17.1,,38
159,부산,2019-10-27 18:00,15.1,,31
159,부산,2019-10-28 18:00,16.2,,53
159,부산,2019-10-29 18:00,17.8,,45
159,부산,2019-10-30 18:00,16.5,,33
