day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,game_location,기온(°C),강수량(mm),습도(%)
7.12목,키움 히어로즈,6,1,0,8,0,1,패,인천,26.4,0,78
7.12목,SK 와이번스,10,1,0,3,2,0,승,인천,26.4,0,78
7.13금,한화 이글스,4,0,0,2,0,0,무,부산,24.3,0,91
7.13금,롯데 자이언츠,5,0,1,4,1,0,무,부산,24.3,0,91
7.13금,두산 베어스,3,0,0,4,1,1,패,인천,26.6,0,88
7.13금,SK 와이번스,9,0,0,4,1,0,승,인천,26.6,0,88
7.13금,키움 히어로즈,12,0,3,1,0,1,승,서울,28.6,0,65
7.13금,LG 트윈스,10,1,1,6,3,1,패,서울,28.6,0,65
7.14토,두산 베어스,17,0,1,3,2,0,패,인천,24.6,0,84
7.14토,SK 와이번스,10,1,0,9,0,1,승,인천,24.6,0,84
7.15일,KIA 타이거즈,9,0,1,7,1,0,패,대구,27.8,0,76
7.15일,삼성 라이온즈,13,4,0,5,0,2,승,대구,27.8,0,76
7.17화,롯데 자이언츠,9,0,1,6,1,0,패,서울,27.9,0,63
7.17화,키움 히어로즈,9,0,4,4,0,0,승,서울,27.9,0,63
7.17화,두산 베어스,10,1,0,8,0,1,승,광주,26,0,87
7.17화,KIA 타이거즈,7,0,0,8,0,0,패,광주,26,0,87
7.17화,SK 와이번스,7,0,0,6,0,0,패,서울,27.9,0,63
7.17화,LG 트윈스,6,0,0,3,0,0,승,서울,27.9,0,63
7.18수,롯데 자이언츠,11,0,1,6,0,0,승,서울,27.6,0,81
7.18수,키움 히어로즈,7,0,2,4,2,2,패,서울,27.6,0,81
7.18수,두산 베어스,4,0,0,6,0,0,패,광주,27.7,0,78
7.18수,KIA 타이거즈,8,2,0,4,0,0,승,광주,27.7,0,78
7.18수,SK 와이번스,9,0,2,10,1,0,패,서울,27.6,0,81
7.18수,LG 트윈스,13,2,1,5,0,1,승,서울,27.6,0,81
7.18수,삼성 라이온즈,16,2,0,6,0,1,승,대전,28.8,0,78
7.18수,한화 이글스,12,0,1,9,1,0,패,대전,28.8,0,78
7.19목,롯데 자이언츠,11,0,3,3,1,0,패,서울,23.4,0,85
7.19목,키움 히어로즈,6,0,2,7,0,0,승,서울,23.4,0,85
7.19목,두산 베어스,4,0,0,5,2,0,패,광주,28.7,0,72
7.19목,KIA 타이거즈,8,1,0,2,0,0,승,광주,28.7,0,72
7.19목,SK 와이번스,17,1,2,5,1,0,승,서울,23.4,0,85
7.19목,LG 트윈스,6,0,0,7,1,1,패,서울,23.4,0,85
7.19목,삼성 라이온즈,15,0,2,10,0,0,승,대전,26.9,0,82
7.19목,한화 이글스,14,1,1,8,1,1,패,대전,26.9,0,82
7.24화,LG 트윈스,13,0,1,1,3,1,패,서울,29.5,0,66
7.24화,두산 베어스,14,2,2,5,0,2,승,서울,29.5,0,66
7.24화,롯데 자이언츠,8,1,1,10,0,1,패,대전,32.6,0,62
7.24화,한화 이글스,10,0,1,8,0,0,승,대전,32.6,0,62
7.24화,SK 와이번스,15,1,2,6,2,0,승,대구,33.9,0,45
7.24화,삼성 라이온즈,10,1,2,5,0,1,패,대구,33.9,0,45
7.24화,키움 히어로즈,8,1,0,5,0,0,승,광주,30.8,0,67
7.24화,KIA 타이거즈,3,1,0,7,1,0,패,광주,30.8,0,67
7.25수,LG 트윈스,7,0,0,2,3,0,패,서울,30.4,0,56
7.25수,두산 베어스,8,0,1,2,0,0,승,서울,30.4,0,56
7.25수,롯데 자이언츠,4,1,1,5,0,2,패,대전,31.9,0,68
7.25수,한화 이글스,14,1,0,4,1,0,승,대전,31.9,0,68
7.25수,SK 와이번스,11,1,1,8,0,1,패,대구,34.7,0,44
7.25수,삼성 라이온즈,9,2,1,2,1,0,승,대구,34.7,0,44
7.25수,키움 히어로즈,6,0,2,6,0,0,패,광주,31.5,0,63
7.25수,KIA 타이거즈,6,0,1,3,0,0,승,광주,31.5,0,63
7.26목,LG 트윈스,7,0,1,5,0,1,승,서울,30.6,0,55
7.26목,두산 베어스,6,0,0,6,1,0,패,서울,30.6,0,55
7.26목,롯데 자이언츠,12,3,2,8,1,0,승,대전,31.7,0,65
7.26목,한화 이글스,8,1,3,10,0,0,패,대전,31.7,0,65
7.26목,SK 와이번스,6,0,2,11,1,1,패,대구,34.3,0,45
7.26목,삼성 라이온즈,12,0,1,5,1,0,승,대구,34.3,0,45
7.26목,키움 히어로즈,4,0,0,7,1,1,패,광주,31.4,0,59
7.26목,KIA 타이거즈,14,0,1,6,2,2,승,광주,31.4,0,59
7.27금,한화 이글스,9,0,1,7,1,0,승,광주,31.8,0,63
7.27금,KIA 타이거즈,5,0,2,11,0,0,패,광주,31.8,0,63
7.27금,LG 트윈스,10,1,2,4,0,0,승,인천,29,0,80
7.27금,SK 와이번스,9,0,1,3,2,2,패,인천,29,0,80
7.27금,롯데 자이언츠,6,1,0,5,0,0,패,서울,30.1,0,59
7.27금,두산 베어스,10,0,1,2,1,1,승,서울,30.1,0,59
7.27금,삼성 라이온즈,11,0,3,4,0,1,승,서울,30.1,0,59
7.27금,키움 히어로즈,11,0,2,7,1,1,패,서울,30.1,0,59
7.28토,한화 이글스,10,2,0,6,1,1,승,광주,33.4,0,53
7.28토,KIA 타이거즈,2,0,1,8,0,0,패,광주,33.4,0,53
7.28토,LG 트윈스,3,0,1,8,0,0,패,인천,29.4,0,84
7.28토,SK 와이번스,5,0,1,9,0,0,승,인천,29.4,0,84
7.28토,롯데 자이언츠,5,0,1,6,1,1,패,서울,31.4,0,55
7.28토,두산 베어스,8,0,1,2,1,0,승,서울,31.4,0,55
7.28토,삼성 라이온즈,6,2,3,10,1,0,승,서울,31.4,0,55
7.28토,키움 히어로즈,3,0,1,8,0,0,패,서울,31.4,0,55
7.29일,한화 이글스,11,1,3,9,0,0,승,광주,32.5,0,58
7.29일,KIA 타이거즈,7,0,0,5,2,2,패,광주,32.5,0,58
7.29일,LG 트윈스,12,1,0,11,2,0,무,인천,29.7,0,82
7.29일,SK 와이번스,10,0,0,4,1,3,무,인천,29.7,0,82
7.29일,롯데 자이언츠,8,0,0,4,0,0,승,서울,31.7,0,57
7.29일,두산 베어스,9,0,0,6,1,1,패,서울,31.7,0,57
7.29일,삼성 라이온즈,9,4,0,6,0,0,승,서울,31.7,0,57
7.29일,키움 히어로즈,10,0,0,6,1,0,패,서울,31.7,0,57
7.31화,한화 이글스,11,0,0,2,1,1,패,서울,30.4,0,59
7.31화,LG 트윈스,11,1,1,5,1,0,승,서울,30.4,0,59
7.31화,KIA 타이거즈,9,1,1,3,2,1,패,부산,30.3,0,66
7.31화,롯데 자이언츠,8,0,0,8,0,0,승,부산,30.3,0,66
7.31화,두산 베어스,5,0,0,5,0,0,승,대구,36.3,0,31
7.31화,삼성 라이온즈,6,1,2,2,1,0,패,대구,36.3,0,31
7.31화,키움 히어로즈,12,3,0,9,1,2,승,인천,29.1,0,77
7.31화,SK 와이번스,9,0,2,7,1,0,패,인천,29.1,0,77
