day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,행 레이블,평균 : temp
4.7일,삼성 라이온즈,9,0,1,6,0,1,0,인천,16.1,0,28,,,,
4.10수,삼성 라이온즈,6,0,1,12,1,1,1,서울,9.9,0,65,,,,
4.11목,삼성 라이온즈,6,1,0,6,4,0,0,서울,12.9,0,36,,,,
4.12금,삼성 라이온즈,8,0,1,3,2,0,1,대구,16.8,0,29,,,,
4.13토,삼성 라이온즈,6,1,0,7,1,0,0,대구,18,0,22,,,,
4.14일,삼성 라이온즈,15,3,2,5,1,1,1,대구,15.4,0,34,,,,
4.16화,삼성 라이온즈,5,0,0,8,0,1,0,대구,23.1,0,12,,,,
4.17수,삼성 라이온즈,4,1,0,8,0,1,0,대구,23,0,25,,,,
4.18목,삼성 라이온즈,14,0,0,11,0,2,1,대구,24.1,0,27,,,,
4.19금,삼성 라이온즈,13,2,3,13,0,0,0,대전,15.4,0,60,,,,
4.20토,삼성 라이온즈,12,0,0,8,0,1,0,대전,21.9,0,48,,,,
4.21일,삼성 라이온즈,23,1,1,3,2,1,1,대전,20.4,0,66,,,,
4.24수,삼성 라이온즈,16,0,2,12,1,0,0,대구,21.1,0,71,,,,
4.25목,삼성 라이온즈,12,0,2,11,0,1,0,대구,12.9,0,77,,,,
4.27토,삼성 라이온즈,7,0,1,5,1,1,0,대구,16.7,0,32,,,,
4.28일,삼성 라이온즈,6,0,0,11,0,0,0,대구,17.6,0,34,,,,
4.30화,삼성 라이온즈,6,0,0,6,0,2,0,광주,18.7,0,84,,,,
5.1수,삼성 라이온즈,15,1,2,3,3,0,1,광주,18.3,0,60,,,,
5.2목,삼성 라이온즈,5,0,0,5,0,1,0,광주,20.2,0,29,,,,
5.3금,삼성 라이온즈,8,1,1,10,0,0,0,서울,23.7,0,25,,,,
5.4토,삼성 라이온즈,10,0,1,8,3,0,1,서울,24.7,0,22,,,,
5.5일,삼성 라이온즈,5,0,0,6,0,0,0,서울,22.3,0,19,,,,
5.7화,삼성 라이온즈,6,2,0,9,1,1,1,대구,21.9,0,15,,,,
5.8수,삼성 라이온즈,5,1,1,7,0,0,1,대구,22.2,0,17,,,,
5.9목,삼성 라이온즈,10,2,0,4,1,1,1,대구,24.1,0,19,,,,
5.10금,삼성 라이온즈,4,1,3,6,1,3,0,대구,27.5,0,14,,,,
5.11토,삼성 라이온즈,10,0,2,6,0,2,1,대구,28.5,0,14,,,,
5.12일,삼성 라이온즈,15,1,1,10,1,1,0,대구,22,0,33,,,,
5.14화,삼성 라이온즈,7,1,1,3,2,1,1,서울,24.2,0,32,,,,
5.15수,삼성 라이온즈,1,1,0,11,0,0,0,서울,25.3,0,39,,,,
5.16목,삼성 라이온즈,5,0,1,4,1,2,0,서울,28.1,0,27,,,,
5.17금,삼성 라이온즈,20,1,0,4,0,0,1,수원,23.1,0,56,,,,
5.18토,삼성 라이온즈,7,0,1,3,1,2,0,수원,21.9,0,59,,,,
5.21화,삼성 라이온즈,14,3,1,4,1,1,1,대구,24.7,0,19,,,,
5.22수,삼성 라이온즈,13,0,1,12,0,2,1,대구,28.6,0,15,,,,
5.23목,삼성 라이온즈,12,1,1,3,2,0,1,대구,29.9,0,17,,,,
5.24금,삼성 라이온즈,11,1,2,10,0,0,0,대구,33.5,0,26,,,,
5.25토,삼성 라이온즈,13,1,1,4,2,1,1,대구,29.7,0,22,,,,
5.26일,삼성 라이온즈,7,1,0,10,0,0,1,대구,27.7,0,18,,,,
5.28화,삼성 라이온즈,6,0,1,10,0,1,0,서울,23,0,22,,,,
5.29수,삼성 라이온즈,8,0,0,3,1,0,0,서울,24.9,0,30,,,,
5.30목,삼성 라이온즈,12,0,3,6,1,0,1,서울,21,0,50,,,,
5.31금,삼성 라이온즈,8,0,0,10,1,0,0,부산,19.7,0,58,,,,
6.1토,삼성 라이온즈,9,0,0,8,0,0,0,부산,19.9,0,67,,,,
6.2일,삼성 라이온즈,13,1,1,5,2,0,1,부산,22.7,0,46,,,,
6.4화,삼성 라이온즈,6,1,0,11,0,1,1,대구,32.8,0,25,,,,
6.5수,삼성 라이온즈,8,1,0,9,0,0,1,대구,34.1,0,17,,,,
6.6목,삼성 라이온즈,8,0,1,4,0,0,1,대구,27.2,0,55,,,,
6.7금,삼성 라이온즈,9,1,1,9,0,1,0,인천,23.9,0,54,,,,
6.8토,삼성 라이온즈,6,0,0,5,1,3,0,인천,23.3,0,57,,,,
6.9일,삼성 라이온즈,11,4,0,3,0,0,1,인천,21.6,0,75,,,,
6.11화,삼성 라이온즈,8,0,0,6,2,0,0,광주,21.9,0,70,,,,
6.12수,삼성 라이온즈,14,0,0,10,1,1,0,광주,24.9,0,60,,,,
6.13목,삼성 라이온즈,6,1,1,3,2,0,0,광주,24.7,0,63,,,,
6.14금,삼성 라이온즈,13,2,0,6,3,0,1,대구,21.4,0,69,,,,
6.15토,삼성 라이온즈,6,3,1,9,0,3,0,대구,27.7,0,39,,,,
6.16일,삼성 라이온즈,9,0,1,9,0,0,0,대구,22.3,0,61,,,,
6.18화,삼성 라이온즈,14,4,2,5,0,2,1,대구,26.7,0,49,,,,
6.19수,삼성 라이온즈,7,2,0,4,0,0,0,대구,27.9,0,47,,,,
6.20목,삼성 라이온즈,8,0,0,5,0,0,0,대구,32,0,35,,,,
6.21금,삼성 라이온즈,8,1,1,6,1,0,1,대전,27.7,0,53,,,,
6.22토,삼성 라이온즈,4,0,0,6,2,1,0,대전,26.9,0,61,,,,
6.23일,삼성 라이온즈,13,1,0,6,1,0,1,대전,29,0,40,,,,
6.25화,삼성 라이온즈,14,1,4,3,3,0,1,대구,29.6,0,40,,,,
6.27목,삼성 라이온즈,5,1,0,8,2,0,0,대구,29,0,65,,,,
6.28금,삼성 라이온즈,13,1,1,6,0,0,1,대구,25.5,0,73,,,,
6.30일,삼성 라이온즈,14,2,3,8,1,2,0,대구,29.8,0,56,,,,
7.2화,삼성 라이온즈,7,0,1,7,0,0,0,수원,27.1,0,56,,,,
7.3수,삼성 라이온즈,8,0,0,6,2,0,0,수원,26.7,0,66,,,,
7.4목,삼성 라이온즈,9,2,2,7,0,0,0,수원,27.1,0,48,,,,
7.5금,삼성 라이온즈,12,0,0,6,1,0,0,창원,24.2,0,69,,,,
7.7일,삼성 라이온즈,9,1,3,4,2,1,1,창원,24.3,0,62,,,,
7.9화,삼성 라이온즈,8,0,4,7,1,0,1,대구,22.6,0,66,,,,
7.11목,삼성 라이온즈,7,1,1,11,0,1,1,대구,27,0,69,,,,
7.12금,삼성 라이온즈,14,3,0,10,1,0,1,서울,25.9,0,61,,,,
7.13토,삼성 라이온즈,8,0,1,6,0,2,0,서울,27.4,0,58,,,,
7.14일,삼성 라이온즈,2,0,0,8,0,0,0,서울,30.3,0,45,,,,
7.16화,삼성 라이온즈,3,0,0,6,0,0,0,서울,28.4,0,61,,,,
7.17수,삼성 라이온즈,12,1,1,2,1,1,0,서울,28.3,0,61,,,,
7.18목,삼성 라이온즈,5,0,0,6,0,0,0,서울,30.4,0,53,,,,
7.26금,삼성 라이온즈,14,3,0,5,1,1,1,대구,29.9,0,70,,,,
7.27토,삼성 라이온즈,11,2,1,7,1,1,1,대구,30,0,73,,,,
7.28일,삼성 라이온즈,12,1,0,4,1,1,1,대구,30.5,0,64,,,,
7.30화,삼성 라이온즈,11,1,1,6,2,1,1,대구,33.2,0,57,,,,
7.31수,삼성 라이온즈,8,3,0,5,2,1,0,대구,34.7,0,49,,,,
8.1목,삼성 라이온즈,5,2,0,9,1,0,0,대구,34.3,0,52,,,,
8.3토,삼성 라이온즈,14,2,2,8,0,0,0,서울,29.9,0,68,,,,
8.4일,삼성 라이온즈,7,0,2,6,0,0,1,서울,26.8,7.7,86,,,,
8.7수,삼성 라이온즈,7,0,0,11,1,1,0,창원,29.9,0,69,,,,
8.8목,삼성 라이온즈,5,0,0,4,1,1,0,대구,29.1,0,66,,,,
8.9금,삼성 라이온즈,3,0,0,7,0,0,0,대구,34.1,0,49,,,,
8.10토,삼성 라이온즈,5,2,0,4,2,1,0,대구,30.4,0,62,,,,
8.11일,삼성 라이온즈,10,1,1,8,0,1,1,대구,31,0,58,,,,
8.13화,삼성 라이온즈,7,1,1,6,3,0,0,인천,31.2,0,69,,,,
8.16금,삼성 라이온즈,5,0,0,3,0,2,0,수원,27.7,0,69,,,,
8.17토,삼성 라이온즈,10,0,0,6,0,0,1,대구,33.5,0,42,,,,
8.18일,삼성 라이온즈,7,0,0,8,0,0,0,대구,31.4,0,38,,,,
8.20화,삼성 라이온즈,6,0,2,2,0,1,1,대전,30.3,0,62,,,,
8.22목,삼성 라이온즈,4,0,0,7,0,0,0,대구,29.3,0,70,,,,
8.23금,삼성 라이온즈,4,1,1,4,0,0,0,대구,29.1,0,51,,,,
8.24토,삼성 라이온즈,7,0,0,6,1,0,1,대구,25.6,0,64,,,,
8.25일,삼성 라이온즈,14,1,1,10,0,0,0,대구,29.3,0,50,,,,
8.27화,삼성 라이온즈,14,0,0,1,1,1,1,광주,23.9,0,97,,,,
8.28수,삼성 라이온즈,7,0,1,5,0,0,0,광주,26.1,0,81,,,,
8.29목,삼성 라이온즈,7,0,2,0,0,2,1,대구,24.5,0,82,,,,
8.30금,삼성 라이온즈,5,0,0,7,0,0,0,대구,28.8,0,50,,,,
8.31토,삼성 라이온즈,8,0,0,6,0,0,0,서울,27.8,0,50,,,,
9.1일,삼성 라이온즈,6,0,0,9,0,2,0,서울,26.3,0,51,,,,
9.3화,삼성 라이온즈,9,2,0,5,0,1,1,부산,23.2,0,89,,,,
9.4수,삼성 라이온즈,12,1,0,8,1,2,1,부산,25.8,0,87,,,,
9.5목,삼성 라이온즈,10,0,0,5,3,2,1,서울,21.7,1.1,97,,,,
9.6금,삼성 라이온즈,7,0,1,9,1,0,0,서울,27.9,0,75,,,,
9.7토,삼성 라이온즈,6,2,0,8,3,0,0,대구,28.2,0,63,,,,
9.8일,삼성 라이온즈,12,1,0,7,0,1,1,대구,28.1,0,63,,,,
9.10화,삼성 라이온즈,5,0,2,5,0,0,1,대구,29,0,57,,,,
9.11수,삼성 라이온즈,11,4,0,6,0,0,1,대구,24.5,0,72,,,,
9.13금,삼성 라이온즈,9,1,1,9,1,3,0,대구,23.9,0,58,,,,
9.14토,삼성 라이온즈,5,1,0,6,0,1,0,창원,24.6,0,67,,,,
9.15일,삼성 라이온즈,6,1,0,8,1,0,0,창원,26.2,0,66,,,,
9.16월,삼성 라이온즈,6,1,2,4,4,1,0,대구,24.7,0,50,,,,
9.18수,삼성 라이온즈,8,1,1,5,0,1,0,대구,28,0,31,,,,
9.19목,삼성 라이온즈,14,3,1,9,0,1,1,대구,23.1,0,49,,,,
9.20금,삼성 라이온즈,8,0,0,6,0,0,0,대전,21,0,68,,,,
9.21토,삼성 라이온즈,6,1,0,10,0,0,1,수원,18.5,0,84,,,,
9.24화,삼성 라이온즈,8,1,1,12,0,1,1,서울,23.4,0,42,,,,
9.25수,삼성 라이온즈,5,0,0,10,1,0,0,인천,21.8,0,71,,,,
9.26목,삼성 라이온즈,4,0,0,3,2,1,0,대구,23.5,0,65,,,,
9.27금,삼성 라이온즈,4,0,3,7,1,0,0,대구,24,0,74,,,,
9.28토,삼성 라이온즈,12,1,1,10,0,1,1,대구,25.7,0,75,,,,
9.29일,삼성 라이온즈,6,0,0,10,0,4,0,수원,23.4,0,66,,,,
